name,online_order,book_table,ratings(out of 5),votes,location,dish_liked,cuisines,cost(2 People)
Godavari Delights,Yes,No,3.9,407,Electronic City,"Biryani, Andhra Meal, Chicken Curry","Andhra, North Indian, Biryani, Seafood",450
This Cafe Has No Name Cafe,Yes,No,3.2,79,Electronic City,"Sandwiches, Rolls, Coffee, Burgers, French Fries","Cafe, Beverages",500
Bazaar - Zone By The Park,No,Yes,4.0,415,Electronic City,"Salads, Chicken Tikka, Roti, Gulab Jamun, Lunch Buffet, Pasta, Salad","Continental, South Indian, North Indian, Asian",1400
Marley's Bistro,Yes,No,3.9,94,Electronic City,"Burgers, Pancakes, Tea, Pasta, Coffee, Omelette, Crepe","Continental, European, Salad, Beverages, Italian, Burger",400
Magic Bowl,Yes,No,3.6,98,Electronic City,Vegetable Biryani,"North Indian, Chinese, Arabian, Mughlai",700
A2B - Adyar Ananda Bhavan,No,No,3.6,213,Electronic City,"Filter Coffee, Chaat, Pav Bhaji, Ghee Pongal, Masala Dosa, Vada, Rava Dosa","South Indian, North Indian, Chinese, Street Food, Fast Food",400
New Andhra House,Yes,No,3.8,523,Electronic City,"Hyderabadi Style Biryani, Pot Biryani, Andhra Style Biryani, Buttermilk, Guntur Chicken Biryani, Chicken Vepudu, Vegetable Biryani","Andhra, Biryani, Chinese, North Indian",450
Soul Indian Specialty - Svenska Design Hotel,Yes,Yes,3.7,267,Electronic City,"Cocktails, Pasta, Fish, Dal Makhani, Salads, Coffee, Babaganush","North Indian, South Indian, Asian, Italian, Continental",2000
She Brews,Yes,No,3.7,159,Electronic City,"Coffee, Sandwich, Peri Peri Fries, Peri Peri Sizzler, White Sauce Pasta","Cafe, Continental, Thai, Chinese",400
The Chameleon,No,No,4.1,163,Electronic City,"Mutton Biryani, Stuffed Mushroom, Onion Pakoda, French Fries, Paneer Pakora, Afghani Kebab",Finger Food,1200
Moriz Restaurant,Yes,No,3.1,1365,Electronic City,"Shawarma, Bbq Chicken, Biryani, Butter Chicken, Paneer Lababdar, Chicken Grill, Chicken Lazeez","Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages",700
7 Days Restaurant,Yes,No,3.8,478,Electronic City,"Egg Noodles, Lamb Chops, Hyderabadi Chicken Dum Biryani, Gajar Ka Halwa, Al Faham Chicken, Fried Rice","North Indian, Chinese, Arabian",400
Salt N Pepper,No,No,3.6,74,Electronic City,Fish Fry,"North Indian, Chinese",500
Melange - Hotel Ekaa,Yes,Yes,3.2,426,Electronic City,"Anjal Masala Fry, Pasta, Veg Platter, Biryani, Jeera Rice, Murgh Ghee Roast, Sea Food","North Indian, Chinese, Continental, Mangalorean",900
The Terminus - The Oterra,No,Yes,4.0,119,Electronic City,"Cocktails, Kulfi, Onion Rings, Chicken Wings, Draught Beer","Finger Food, Continental",2500
East- The Oterra,No,Yes,4.0,54,Electronic City,Wasabi Prawns,"Chinese, Vietnamese, Thai, Malaysian",2200
Hyderabad Darbar,Yes,No,3.7,101,Electronic City,Paneer Biryani,"Andhra, South Indian",700
Tap House Resto Bar,Yes,Yes,3.4,183,Electronic City,Masala Papad,"Chinese, North Indian, Thai",900
Slounge - Lemon Tree Hotel,No,No,3.8,76,Electronic City,Veg Platter,Finger Food,1500
Sitara Veg Restaurant,Yes,No,3.9,419,Electronic City,"Masala Dosa, Chaat, Vada, Sandwiches, Filter Coffee","South Indian, North Indian, Chinese",400
Beijing Bites,Yes,Yes,3.6,778,Electronic City,"Noodles, Dragon Chicken, Kung Pao Chicken, Dragon Rolls, Chicken Lollipop, Prawn, Clear Soup","Chinese, Thai",850
Aura - Radha Regent,No,Yes,3.6,116,Electronic City,"Friendly Service, Friendly Staff","Continental, American, South Indian, Italian, North Indian, Chinese",1200
New Food Magic,Yes,No,3.2,154,Electronic City,"Roti, Rolls, Paratha, Chicken Roll","Andhra, Chinese, North Indian, South Indian",450
Alloro - The Oterra,No,Yes,4.0,63,Electronic City,"Pasta, Pizza, Tiramisu, Minestrone Soup, Mushroom Risotto, Clear Soup, Wine",Italian,2500
New Punjabi Food Corner,Yes,No,3.7,70,Electronic City,"Chicken Biryani, Paneer Chatpata, Butter Chicken","North Indian, Chinese",500
Vms Star Biriyani,No,No,3.8,47,Electronic City,Biryani,Biryani,500
Z-Bar,No,Yes,4.1,410,Electronic City,"Cocktails, Tandoori Chicken, Wine, Ice Tea, French Fries, Masala Peanuts","Finger Food, North Indian",1500
Ritz,No,No,3.5,43,Electronic City,"Salads, Gulab Jamun","North Indian, Chinese, Thai, Continental",800
Hatti Punjab Di,Yes,No,3.0,291,Electronic City,"Momos, Butter Chicken, Murgh Patiala","North Indian, Chinese",550
The Dining Table - Sahar Pavillion,No,Yes,3.7,74,Electronic City,"Biryani, Salads, Pasta, Cheese Balls","Chinese, Continental, North Indian, Pizza, South Indian",1500
Magic Oven,No,No,4.0,135,Electronic City,"Sandwiches, Burgers, Coffee, Ginger Tea, Red Velvet, Chicken Penne, White Sauce Pasta","Cafe, Desserts",400
Biryani Darbar,Yes,No,3.6,539,Electronic City,Paneer Biryani,"Biryani, Mughlai, North Indian",800
Swad,No,No,3.7,38,Electronic City,Malai Kofta,"North Indian, Chinese",500
Swad 'E' Punjab,Yes,No,3.6,216,Electronic City,"Paneer Tikka, Butter Chicken, Paneer Kofta, Butter Naan, Panneer Butter Masala, Sweet Lassi, Masala Kulcha","North Indian, Chinese, Mughlai",500
Varenyam,No,No,3.7,56,Electronic City,"Filter Coffee, Dal Tadka","South Indian, North Indian",500
Pallavi Restaurant,Yes,Yes,3.8,490,Electronic City,Biryani,"Biryani, Chinese, Andhra",500
Bhukkads,Yes,No,3.2,63,Electronic City,Chicken Biryani,"Chinese, North Eastern",400
Thanima Garden Restaurant,Yes,No,3.6,163,Electronic City,"Kadala Curry, Kerala Parotta, Tea, Paratha, Sea Food, Appam, Biryani","North Indian, Chinese, Kerala",500
Nainital North Indian Restaurant,Yes,No,3.5,73,Electronic City,"Chole Bhature, Veg Thali",North Indian,400
Rajasthani Charbhuja Restaurant,No,No,4.0,170,Electronic City,"Rajasthani Thali, Paratha, Gulab Jamun, Paneer Tikka Masala, Sweet Lassi, Buttermilk, Gatte Ki Subzi","North Indian, Chinese, Rajasthani",350
Biggies Burger 'n' More,Yes,No,3.9,177,Electronic City,"Burgers, Chicken Bbq Burger, Mojito, French Fries, Hot Dog, Lamb Burger, Paneer Burger","Cafe, Burger, Beverages",650
The Daily,Yes,No,4.0,130,Electronic City,"Paratha, Lassi, Chai, Dal Bati Churma Thali, Chole Bhature","Rajasthani, North Indian",400
Polar Bear,Yes,No,4.0,145,Electronic City,"Choco Fudge Brownie, Hot Chocolate, Lychee Sundae, Sandwiches, Ice Cream Pizza","Ice Cream, Desserts, Beverages, Sandwich",400
Faasos,Yes,No,4.0,506,Electronic City,"Rolls, Chocolate Fantasy, Chicken Rice, Chocolava, Paneer Wrap, Kheer, Veggie Wrap","North Indian, Biryani, Fast Food",500
KFC,Yes,No,3.5,154,Electronic City,Hot Wings,"Burger, Fast Food",450
McDonald's Play Place,Yes,No,3.7,123,Electronic City,"Burgers, Rice Bowl","Burger, Fast Food",500
Sanjeevini Veg,No,No,3.9,57,Electronic City,"Tea, Vada, Fruit Juices, Filter Coffee",South Indian,200
Parampara - The Veg Kitchen,Yes,No,3.7,257,Electronic City,"Lassi, Vada Pav, Chole Bhature, Thali","North Indian, Chinese, Street Food",350
Foodies Express,Yes,No,3.7,131,Electronic City,"Naan, Shawarma, Chicken Grill, Noodles","Chinese, North Indian, Arabian, Biryani",400
Marmaris,No,No,3.8,76,Electronic City,"Noodles, Rolls, Maggi","North Indian, Momos",300
Samosa Singh,Yes,No,4.0,427,Electronic City,"Samosa Chat, Tea, Aloo Samosa, Chai, Ginger Paneer, Burger Samosa, Chicken Kebab","Street Food, Beverages",150
Karaikudi Restaurant,Yes,No,3.7,214,Electronic City,"Paratha, Chicken Curry, Biryani",South Indian,300
Pizza Hut,Yes,No,2.7,195,Electronic City,"Garlic Bread, Pasta",Pizza,750
WOW! Momo,Yes,No,3.6,98,Electronic City,Chocolate Momos,"Tibetan, Momos",400
King's Appetite,Yes,No,3.7,45,Electronic City,Prompt Service,"North Indian, Chinese",500
Sandesh Sweets & Chats,No,No,2.9,126,Electronic City,"Chaat, Rasmalai, Samosa, Pav Bhaji, Raj Kachori","South Indian, Street Food, Beverages",350
Flavour A Azam,No,No,3.5,42,Electronic City,"Chicken Boneless Biryani, Chicken Kebab, Nati Biryani",North Indian,400
Mustard Food Court,No,No,3.8,57,Electronic City,"Vegetable Biryani, Chicken Wings, Chicken Biryani","North Indian, Chinese",500
Empire Restaurant,Yes,No,0,0,Electronic City,"Chicken Grill, Salad, Ghee Rice","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400
Pimento,Yes,No,3.7,95,Electronic City,"Chicken Grill, Cheese Balls, Vegetable Noodles","Chinese, Fast Food, Italian",400
Satkar Restaurant,Yes,No,3.6,75,Electronic City,Dal Fry,"North Indian, Chinese, Biryani, Seafood",350
Delhi's Essence,Yes,No,3.6,60,Electronic City,"Paratha, Chole Bhature",North Indian,500
Gilly's Restobar,No,Yes,4.3,1265,Electronic City,"Cocktails, Biryani, Roti, Beer, Chilli Pork, Potato Wedges, Pizza","Continental, North Indian, Chinese, Salad",1200
Fire Station,No,Yes,4.4,809,Electronic City,"Beer, Lasagne, Cocktails, Pizza, Churros, Chicken Pepper Fry, Chicken Tikka","Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese",1200
Queens,No,Yes,4.3,169,Electronic City,"Cocktails, Fries, Dal Makhani, Panneer Butter Masala, Chicken Nachos","North Indian, Continental, British",1400
Sherlock's Pub,No,Yes,3.6,180,Electronic City,"Cocktails, Beer, Martini, French Fries","Continental, North Indian",1300
Tap House Resto Bar,Yes,Yes,3.4,183,Electronic City,Masala Papad,"Chinese, North Indian, Thai",900
Fire Station,No,Yes,4.4,809,Electronic City,"Beer, Lasagne, Cocktails, Pizza, Churros, Chicken Pepper Fry, Chicken Tikka","Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese",1200
Gilly's Restobar,No,Yes,4.3,1265,Electronic City,"Cocktails, Biryani, Roti, Beer, Chilli Pork, Potato Wedges, Pizza","Continental, North Indian, Chinese, Salad",1200
Sherlock's Pub,No,Yes,3.6,180,Electronic City,"Cocktails, Beer, Martini, French Fries","Continental, North Indian",1300
Cedar Bar & Dive - Hotel Presidency,Yes,No,3.8,49,Electronic City,Rooftop Ambience,"North Indian, Thai, Chinese, Continental",1200
The Dining Table - Sahar Pavillion,No,Yes,3.7,74,Electronic City,"Biryani, Salads, Pasta, Cheese Balls","Chinese, Continental, North Indian, Pizza, South Indian",1500
Empire Restaurant,Yes,No,4.1,1864,Frazer Town,"Faluda, Ghee Rice, Biryani, Barbeque Chicken, Pulpy Grape Juice, Chicken Kebab, Shawarma","North Indian, Mughlai, South Indian, Chinese",750
Tiger Trail - Ramada Hotel,Yes,Yes,4.0,188,Shivajinagar,"Biryani, Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani","North Indian, Lucknowi",1300
Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3,153,Ulsoor,"Pasta, Pizza, Pancakes, Fish, Salads, Chaat","American, Continental, North Indian, South Indian",2800
Mambos Cafe,No,No,3.9,62,Frazer Town,"Burgers, Fries, Pizza, Pasta","Cafe, Continental, Beverages, Fast Food",1100
Cafe Arabica,No,No,4.1,147,Frazer Town,"Baklava, Chocolate Mousse, Fruit Custard, Cup Cake, Fruit Tart, Brownie, Blueberry Mousse","Cafe, Bakery",700
Sunny Side Bistro,Yes,No,3.8,362,Frazer Town,"English Breakfast, Healthy Breakfast, Waffles, Chicken Sandwich, Pancakes, Pork Sausage, Eggs Benedict","Cafe, Continental",700
Happy Belly Bakes,Yes,No,4.1,252,Frazer Town,"Hot Chocolate, Brownie, Chocolate Truffle, Apple Tart, Cup Cake, Macaroon, Chocolate Cake","Bakery, Cafe",350
Loca Moca,No,No,2.9,45,Frazer Town,"Coffee, Pizza, Fries","Cafe, Continental",600
Hammered,Yes,Yes,4.7,4678,Cunningham Road,"Crispy Corn, Sangria, Chicken Satay, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe",1300
Cafe Azzure,Yes,Yes,4.3,2671,MG Road,"Pasta, Wedges, Pizza, Nachos, Mocktails, Peri Peri Fish, Burgers","Cafe, Continental, Italian, Burger",1200
Dolci Desserts,Yes,No,4.3,654,Cunningham Road,"Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750
Skoolroom,Yes,No,4.3,570,Ulsoor,"Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake","Cafe, Continental, Italian, Burger, Beverages",700
Infinitea Tea Room & Tea Store,Yes,Yes,4.3,860,Cunningham Road,"Tea, Momos, Tiramisu, Sandwiches, Pesto Pasta, Sandwich, Chips","Continental, Cafe, Desserts, Salad, Momos",1000
Smally's Resto Cafe,Yes,Yes,4.1,1852,Ulsoor,"Burgers, Sandwiches, Salads, Disco Chicken, Beef Steak, Wedges, Peri Chicken","Cafe, Italian, Burger, American, Steak",650
Peppa Zzing,Yes,No,4.3,1133,Infantry Road,"Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger",800
Marzipan Cafe & Bakery,Yes,No,4.2,432,Ulsoor,"Coffee, Cheesecake, Chicken Baguette, Pasta, Mudcake, Wedges, Hot Chocolate","Cafe, Mediterranean, Bakery, Greek, Beverages",700
Soul Cafe,No,Yes,3.9,315,MG Road,"Mocktails, Peri Peri Chicken, Coffee Hazelnut, Oreo Shake, Nachos, White Sauce Pasta, Beer","Cafe, Continental, Italian",800
Cafe Cerrise,Yes,No,3.8,96,Ulsoor,"Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread","Cafe, Continental, Salad",600
The Sanctuary,No,No,3.9,61,Banaswadi,"Coffee, Chicken Burger, Burgers, Brownie, Carrot Cake, Chocolate Cake, Cheesecake","Cafe, Fast Food",450
eat.fit,Yes,No,4.5,857,Indiranagar,"Sandwiches, Salads, Chicken Curry, Dal Makhani, Noodles, Apple Mojito, Shrikhand","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500
FreshMenu,Yes,No,3.6,531,North Bangalore,"Chicken Steak, Burgers, Salads, Potato Wedges, Salad, Fish, Rice Bowl","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450
Leon Grill,Yes,No,4.3,285,St. Marks Road,"Burgers, Fries, Peri Peri Chicken, Nachos, Wings, Rolls, Tandoori Burger","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500
Burger King,Yes,No,4.0,1393,Indiranagar,"Burgers, Tandoori Grill Burger, Mango Shake, Cheesy Fries, Whopper Burger, Chicken Keema Burger, Chicken Crisp Burger","Burger, Fast Food, Beverages",600
Empire Restaurant,Yes,No,4.0,2692,RT Nagar,"Peri Peri Chicken, Chilli Chicken, Butter Chicken, Ghee Rice, Mutton Biryani, Corn Paratha, Chicken Curry","North Indian, Mughlai, South Indian, Chinese",750
Donne Biriyani House,Yes,No,4.1,474,Indiranagar,"Pepper Chicken, Chicken Biryani, Mutton Biryani",Biryani,300
Just Shawarma,Yes,No,3.7,117,Kammanahalli,"Fries, Malgoum Shawarma",Arabian,300
Mother's Kitchen,Yes,No,3.7,154,RT Nagar,Roti,North Indian,600
Al Amanah Cafe,Yes,No,4.4,1413,Kammanahalli,"Rolls, Jumbo Chicken Roll, Falafel Roll, Chicken Kudu Roll, Shawarma, Mutton Roll, Spicy Roll","Middle Eastern, Fast Food, Rolls",300
7 Plates,Yes,No,3.9,169,Frazer Town,"Rolls, Biryani, Butter Chicken, Chicken Manchurian Roll","North Indian, Mughlai, Rolls, Fast Food",600
Behrouz Biryani,Yes,No,4.2,128,Vasanth Nagar,"Raita, Gosht Dum Biryani, Dum Ghost Biryani, Paneer Biryani",Biryani,650
Firangi Bake,Yes,No,3.9,58,Indiranagar,Lasagne,"Mexican, Italian",600
Tadkawala,Yes,No,3.4,71,Vasanth Nagar,Veg Thali,North Indian,200
Khan Saheb Grills and Rolls,Yes,No,4.0,1074,Indiranagar,"Rolls, Beda Roti, Veggie Roll, Chicken Seekh Roll, Chicken Kalimirch, Kathi Roll, Mutton Kebab Roll","Fast Food, Rolls",350
Punjabi Restaurant,Yes,No,3.3,238,RT Nagar,"Deluxe Thali, Chole Bhature","North Indian, Chinese",400
Thalassery Restaurant,Yes,No,3.9,418,Kammanahalli,"Fish Curry, Appam, Butter Chicken, Chicken Curry, Thali, Fish Fry, Roast Chicken","Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kerala",800
Ovenstory Pizza,Yes,No,3.8,97,Vasanth Nagar,Pizza,Pizza,750
Pathaan Sir,Yes,No,3.8,89,Frazer Town,"Rolls, Fries, Egg Roll","Fast Food, Rolls, Momos",250
Biriyani Nights,Yes,No,2.9,119,Kammanahalli,Biryani,"Biryani, Kebab, Continental",500
Meghana Foods,Yes,Yes,4.2,1751,Indiranagar,"Chicken Boneless Biryani, Paneer Biryani, Andhra Style Biryani, Tandoori Chicken, Prawn Biryani, Raita, Hyderabadi Biryani","Biryani, Chinese, North Indian, Seafood",750
Paradise,Yes,No,4.1,3248,Indiranagar,"Chicken Biryani, Hyderabadi Biryani, Mutton Biryani, Hydrabadi Biryani, Vegetable Biryani, Reshmi Kebab, Mutton Seekh Kabab","Biryani, North Indian, Kebab",800
Maravanthe,Yes,Yes,4.4,691,Indiranagar,"Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Mutton Biryani, Prawn Ghee Roast","Seafood, Mangalorean",1000
Faasos,Yes,No,3.8,104,Vasanth Nagar,"Rolls, Veggie Wrap, Biryani, Paratha, Cheesy Chicken Wrap","North Indian, Biryani, Fast Food",500
Deshi Fusion Pizza,Yes,No,3.3,73,Old Madras Road,Pizza,"Pizza, Chinese, Rolls",750
M.M.A Kababs Rolls & Biryani Center,Yes,No,2.7,67,Old Madras Road,"Rolls, Chicken Grill","Arabian, Mughlai, Chinese, Kebab, Fast Food",400
Dunkin' Donuts,Yes,No,4.0,1080,Brigade Road,"Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Burger, Desserts, Fast Food",550
Eat At Nite,Yes,No,3.0,58,Frazer Town,"Fried Rice, Biryani","North Indian, Chinese, Rolls",400
Bathinda Dine,Yes,No,4.1,735,Indiranagar,"Lassi, Jeera Rice, Hariyali Kebab, Dal Fry, Chicken Lollipop, Chicken Rara, Dahi Ke Sholey",North Indian,950
KFC,Yes,No,3.6,206,Cunningham Road,"Burgers, Crispy Chicken, Chicken Zinger Burger, French Fries, Chicken Fries, Hot Wings","Burger, Fast Food",400
Taco Bell,Yes,No,4.1,389,Indiranagar,"Tacos, Nachos, Tikka Masala Burrito, Chicken Quesadilla, Salsa, Mexican Fries, Paneer Taco","Mexican, American, Fast Food",600
Corner House Ice Cream,Yes,No,4.4,635,Residency Road,"Hot Chocolate Fudge, Chocolate Mousse, Ice Cream Strawberry, Vanilla Ice Cream, Thick Shakes, Fruit Salad, Fudge Cake","Ice Cream, Desserts",400
Sanky's Burger House,Yes,No,4.3,331,Hennur,"Burgers, Beef Burger, Cheesy Fries, Peri Peri Chicken Burger, Beef Patty, Oreo Shake, Steak Burger","Burger, Fast Food",300
Savoury Restaurant,Yes,No,4.1,1447,Frazer Town,"Biryani, Haleem, Jumbo Shawarma, Kerala Parotta, Barbeque Chicken, Mutton Raan Biriyani, Dum Aloo","Arabian, North Indian, Chinese, Beverages",800
Asha Sweets Center,Yes,No,4.1,58,Indiranagar,"Badam Milk, Kulfi, Rasmalai, Rasgulla","Mithai, Street Food",200
Pizza Hut,Yes,No,3.3,302,Frazer Town,"Pizza, Garlic Bread","Pizza, Fast Food",750
Shanthi Sagar,Yes,No,4.1,205,Ulsoor,"Coffee, Roti, Vada Pav","South Indian, North Indian, Chinese, Juices",250
Karama Restaurant,Yes,Yes,4.4,2867,Frazer Town,"Salads, Veg Pulao, Sea Food, Popcorn Chicken, Karachi Naan, Rabri, Butter Chicken","Arabian, North Indian, Beverages",750
The Mughal's,Yes,No,3.7,89,Frazer Town,"Chicken Biryani, Lemon Chicken Roll","Mughlai, North Indian, Chinese",400
Altaf's Chillies Restaurant,Yes,No,3.8,229,Frazer Town,"Chicken Kebab, Biryani, Masala Tikka, Chicken Tikka","North Indian, Chinese",500
New Kairali Restaurant,Yes,No,3.7,93,Kammanahalli,"Fish Curry, Appam, Paratha, Sea Food, Beef Biryani, Beef Curry, Beef Fry","Kerala, South Indian",400
Crunch Pizzas,Yes,No,2.6,227,Banaswadi,"Pepperoni, Cheesy Pizza","Italian, Pizza",600
Imperial Restaurant,Yes,No,3.9,239,Indiranagar,"Ghee Rice, Chicken Grill, Butter Chicken, Chicken Tikka Masala, Chicken Curry, Roti, Chicken Kebab","North Indian, Chinese, Biryani, Kebab, Juices",800
The Mangalorean,Yes,Yes,4.1,229,Kammanahalli,"Neer Dosa, Roast Pork, Fish, Sea Food, Biryani, Ghee Rice, Caramel Custard","Konkan, Mangalorean, Seafood",550
Xpress Biryani,Yes,No,4.3,148,Ulsoor,"Butter Chicken Biryani, Gulab Jamun, Chicken Afghani Biryani, Chicken Tikka Biryani, Dal Bukhara, Hara Bhara Kebab, Mutton Keema","Biryani, North Indian, Kebab",650
KKR FOODIES,Yes,Yes,3.1,59,St. Marks Road,Biryani,"Biryani, Chinese, Fast Food, North Indian",400
Momoz,Yes,No,3.9,186,Kammanahalli,"Chicken Momo, Chilli Pork, Chicken Thukpa, Noodles, Manchow Soup, Pork Momo, Veg Momos","Chinese, Momos",500
Thai Chy,Yes,Yes,4.3,378,Indiranagar,"Noodles, Watermelon Mint Mojito, Rendang Curry, Laksa, Dimsum Platter, Spinach Corn Cheese, Phad Thai","Thai, Asian, Indonesian",1200
Connie's Restaurant & Steakhouse,Yes,Yes,4.3,1434,Kammanahalli,"Steak, Garlic Bread, Burgers, Pasta, Chicken Wings, Salads, Pepper Chicken","Steak, Continental, Burger, American, BBQ, European, Salad",1500
Seafood Place,Yes,No,4.1,298,Indiranagar,"Sea Food, Masala Prawn, Crabmeat Soup, Crab Ghee Roast, Anjal Masala Fry, Prawn Curry, Tandoori Pomfret","Chinese, North Indian, Kerala, Mangalorean, Seafood",800
Bangalore Mandarin,Yes,No,4.2,975,Indiranagar,"Lime Soda, Crispy Chicken, Kung Pao Chicken, Hakka Noodles, Veg Manchow Soup, Clear Soup, Singapore Noodles","Chinese, Seafood",1100
